,,,Mean RPM Vemurafenib dose-response 24 hrs,,,,,,,,,Std RPM Vemurafenib dose-response 24 hrs,,,,,,,
,,,Vemurafenib (uM),,,,,,,,,Vemurafenib (uM),,,,,,,
ENSG00000163814,CDCP1,,13.7286,12.6386,7.8147,3.9207,2.259,1.8123,1.8993,2.3997,,0.60173,0.91357,2.064,1.132,0.76463,0.28529,0.27319,0.45204
ENSG00000224094,RPS24P8,,0.92182,0.71219,0.70434,0.93645,0.94121,0.7984,0.66673,1.1696,,0.11594,0.20833,0.35145,0.13288,0.42972,0.33538,0.17673,0.53476
ENSG00000249992,TMEM158,,7.8539,6.7873,2.5725,1.3737,0.75822,0.63121,0.85045,0.70106,,1.2512,0.82644,0.31061,0.30196,0.15246,0.16565,0.21257,0.081939
ENSG00000011376,LARS2,,57.1624,56.0662,58.3235,52.2454,45.0302,40.9265,39.154,44.1901,,2.3668,2.5635,4.0551,2.3751,2.573,3.1718,1.4728,2.5326
ENSG00000144791,LIMD1,,39.2089,39.6058,45.3021,88.9428,141.0186,153.5914,172.195,170.1066,,1.3282,1.837,3.3045,11.5137,9.2176,5.7246,6.9544,11.3032
ENSG00000230530,LIMD1-AS1,,0.28397,0.303,0.48977,0.37373,0.41464,0.69749,0.70393,0.36498,,0.22511,0.18697,0.15078,0.3397,0.13513,0.27951,0.16536,0.15375
ENSG00000211456,SACM1L,,83.1225,84.2079,85.9221,89.503,92.2457,89.3189,91.8459,93.7725,,8.6948,6.9774,1.1161,4.2653,2.7358,1.1266,0.62119,5.335
ENSG00000163817,SLC6A20,,0.32096,0.38036,0.64805,0.98406,1.1086,0.81185,0.36357,0.49623,,0.17692,0.087497,0.38854,0.28219,0.36705,0.24584,0.20461,0.41236
ENSG00000163818,LZTFL1,,33.3809,35.6319,36.7438,42.1837,46.276,43.2683,37.4913,34.2354,,3.6748,2.8805,2.9915,4.1523,3.0062,2.1908,1.7884,1.1362
ENSG00000163820,FYCO1,,35.3201,34.3,38.5954,47.7404,48.832,51.6201,55.1111,54.559,,0.34392,0.86963,1.6382,2.2378,1.7746,1.7139,3.3804,3.0162
ENSG00000163823,CCR1,,0.053872,0,0.035941,0.12915,0.085849,0.15354,0.19272,0.18681,,0.063134,0,0.071882,0.11017,0.11269,0.10489,0.22568,0.16334
ENSG00000163827,LRRC2,,0.56979,0.38325,0.41124,0.83015,1.8066,1.5149,1.2867,0.82528,,0.087745,0.14095,0.19834,0.30466,0.42016,0.31543,0.31169,0.15589
ENSG00000178038,ALS2CL,,3.0835,3.1402,4.1554,4.5045,5.2579,6.1416,8.435,9.9256,,0.38559,0.75792,0.87457,0.4163,1.3309,1.489,2.5019,1.6487
ENSG00000160801,PTH1R,,0.35034,0.40493,0.18947,0.16107,0.463,0.42129,0.51707,0.6847,,0.17447,0.27977,0.081285,0.12184,0.17102,0.30391,0.36797,0.24903
ENSG00000160799,CCDC12,,22.5795,19.9947,19.8443,17.712,17.2442,17.0669,16.0588,14.1386,,2.9338,0.66985,0.99492,2.1695,1.3291,0.55131,1.0482,1.6959
ENSG00000160796,NBEAL2,,34.3113,34.745,38.1063,33.9756,34.3509,35.8788,33.9464,37.6281,,5.5603,3.0519,3.5356,3.4716,2.4335,3.7846,4.4297,3.0945
ENSG00000181555,SETD2,,149.4508,151.2612,165.5133,175.4779,174.7127,171.2839,172.9662,154.0621,,8.3496,7.1926,3.9055,6.5501,7.0801,11.0968,5.3138,16.9316
ENSG00000227398,KIF9-AS1,,1.3675,1.0564,1.4583,1.8995,2.3519,2.5241,2.5987,3.1334,,0.70316,0.38076,0.34413,0.34278,0.91659,0.71641,0.61036,0.74008
ENSG00000088727,KIF9,,15.0662,13.9737,13.0573,10.222,9.0213,8.2625,7.6813,9.4366,,1.6996,1.0232,1.3103,1.5368,0.79527,0.76078,1.3814,1.6189
ENSG00000114648,KLHL18,,55.8631,56.3496,51.8937,43.1725,40.0945,35.9256,36.3437,39.4082,,2.5967,3.5234,0.61676,2.7034,1.746,1.3177,2.3908,3.6613
ENSG00000280173,AC104447.1,,2.795,3.5828,3.455,2.9308,2.2962,2.9932,3.5897,3.5232,,0.61324,0.49231,0.61027,0.71555,0.23459,0.75959,0.67365,0.79899
ENSG00000260236,AC099778.1,,1.0685,1.2982,1.4457,2.3589,3.2063,3.6166,4.5755,3.9584,,0.39806,0.34183,0.34268,0.35198,0.95659,0.26944,0.35256,0.26449
ENSG00000076201,PTPN23,,110.1554,106.0695,107.2164,110.1843,113.8358,116.4879,117.9007,133.6937,,7.8044,3.6596,2.7495,10.5506,4.6079,7.4852,4.3439,2.3671
ENSG00000114650,SCAP,,95.3538,96.5182,95.7774,102.4428,100.5991,102.9207,109.4824,108.7455,,8.0589,4.8095,1.1593,3.6209,3.2562,5.4828,5.6396,5.4819
ENSG00000163832,ELP6,,55.3665,57.8728,55.2048,48.7439,45.0821,41.7909,44.7314,45.7583,,3.8448,2.8613,2.0029,1.0944,1.2377,0.92743,2.8176,3.4507
ENSG00000114646,CSPG5,,1.84,1.8351,1.9822,2.0748,1.7253,1.4341,1.7922,1.0233,,0.76375,0.22556,0.5123,0.56576,0.32125,0.37164,0.55754,0.43273
ENSG00000173473,SMARCC1,,441.258,444.123,415.6442,348.8311,276.3812,241.0418,249.3215,272.9608,,14.8646,15.4089,9.4864,27.2835,18.0686,12.3925,5.0969,17.6201
ENSG00000132153,DHX30,,199.7404,194.3413,178.3362,155.5254,136.7535,134.2336,130.4413,133.9527,,12.7545,9.7736,3.0344,2.9426,4.1233,9.2063,3.322,4.2538
ENSG00000047849,MAP4,,275.0836,278.9164,297.0621,316.1113,318.6728,300.1231,276.9553,291.8631,,8.1058,11.1736,4.8712,10.0331,3.6725,4.5876,12.9615,10.7855
ENSG00000164045,CDC25A,,97.6161,94.3779,68.403,27.2985,11.1693,6.2994,6.1805,8.1573,,3.6455,3.7076,6.1716,5.3969,2.1523,0.88407,1.6495,0.79342
ENSG00000164047,CAMP,,0.75937,0.91364,0.5138,0.41987,0.21855,0.07607,0.13614,0.091285,,0.29486,0.14695,0.27536,0.27191,0.083889,0.10302,0.14432,0.12439
ENSG00000164048,ZNF589,,30.4852,33.6309,30.5609,32.5368,36.261,36.4727,37.9389,37.3482,,3.6059,2.1833,1.7349,2.7522,2.7976,1.5767,0.63279,3.1699
ENSG00000228638,FCF1P2,,3.6099,3.0569,3.5675,3.2158,4.4865,3.3756,4.1652,5.1981,,0.50477,0.19348,0.47038,0.41019,0.45197,0.74677,0.46476,1.0358
ENSG00000172113,NME6,,16.8502,18.0289,18.6343,18.7748,17.4842,17.3631,16.8562,19.5994,,0.28157,0.69763,1.9709,1.6159,0.90947,1.014,2.1356,2.0873
ENSG00000164050,PLXNB1,,36.9133,40.602,52.5108,86.3232,120.8858,154.8863,169.5777,134.5878,,3.2354,1.9057,5.8323,15.0982,24.8656,20.7738,14.5091,4.7447
ENSG00000164051,CCDC51,,35.8941,34.0778,30.743,28.0382,25.8166,27.0809,27.9277,32.9087,,3.3084,2.3405,1.6087,2.3562,1.2888,2.5782,1.0517,2.7686
ENSG00000232112,TMA7,,106.4658,98.0628,103.3797,86.3,76.8037,68.9924,66.9133,72.6204,,12.7048,8.1099,4.7023,2.28,6.5712,5.2765,1.5812,1.9629
ENSG00000244380,AC134772.1,,0.64998,0.55811,0.72953,0.75738,0.72159,0.85559,0.69443,0.75807,,0.21161,0.3219,0.60103,0.2142,0.34223,0.24233,0.11206,0.19779
ENSG00000164054,SHISA5,,122.9404,117.1595,134.7215,158.4817,160.2309,162.4187,158.0504,162.3635,,12.7913,6.9921,5.2101,5.1558,3.9006,8.9751,1.5581,12.7194
ENSG00000114268,PFKFB4,,74.9853,79.4795,66.3794,56.2012,71.2005,92.1793,94.9973,45.0525,,9.0884,3.1701,3.0463,4.8943,8.9752,11.7637,3.3582,1.6038
ENSG00000145040,UCN2,,18.6601,17.95,8.818,2.7704,2.4203,4.9327,5.0573,1.5817,,1.7559,1.2331,0.50404,0.41433,0.72318,1.6929,1.0504,0.75017
ENSG00000114270,COL7A1,,28.4932,33.2169,31.447,40.2475,62.1475,90.247,99.9948,85.6842,,4.621,2.6035,5.8602,5.998,18.4721,18.2034,16.8039,4.9076
ENSG00000010256,UQCRC1,,171.7774,161.9746,162.6554,162.8156,160.2112,162.4599,160.1062,177.9093,,7.0907,8.8188,6.785,4.9966,7.7311,4.4782,3.2423,7.4169
ENSG00000183396,TMEM89,,0.052244,0.13483,0.029507,0.26377,0.060088,0.048813,0.07067,0.050171,,0.10449,0.21076,0.059014,0.24961,0.069394,0.057128,0.084832,0.057943
ENSG00000225697,SLC26A6,,43.7519,48.6688,46.1689,44.0536,49.4973,60.7104,58.897,40.0787,,3.6531,1.9159,4.9909,2.0118,6.4238,5.93,4.9572,3.0285
ENSG00000008300,CELSR3,,33.853,35.7181,45.2966,72.5094,92.0543,112.9735,114.2147,94.4672,,2.1224,2.8709,4.6931,10.6578,11.9922,13.8417,7.0948,3.7433
ENSG00000228350,LINC02585,,0.33727,0.28578,0.2593,0.15742,0.49884,0.56084,0.29414,0.31122,,0.26976,0.14361,0.27834,0.11884,0.15981,0.21937,0.196,0.41095
ENSG00000213672,NCKIPSD,,40.6474,39.5394,38.2761,42.4688,43.8717,47.1398,47.2245,40.1949,,4.7908,2.3013,3.692,1.7302,4.5677,3.2911,1.8655,0.88448
ENSG00000068745,IP6K2,,56.629,60.2911,69.9728,96.0428,111.4092,125.2587,131.5699,105.2192,,4.7297,3.3217,3.4113,11.5731,4.8131,9.1026,5.7891,6.2268
ENSG00000114302,PRKAR2A,,173.7302,178.0431,174.8194,174.8794,167.4335,162.0574,166.0084,162.8328,,3.9693,2.9431,3.1536,3.6315,7.1006,3.8441,6.4661,8.0299
ENSG00000224424,PRKAR2A-AS1,,1.4123,1.3635,2.3016,4.8427,8.0262,8.6934,9.5701,9.4542,,0.46346,0.23977,0.35719,0.79547,0.91156,1.0718,1.8064,1.0304
ENSG00000178537,SLC25A20,,24.4041,25.2664,29.8315,35.0176,39.9628,42.2248,44.2309,44.0078,,0.57383,1.6373,2.2993,2.9492,3.8265,1.8281,2.3548,0.97951
ENSG00000221883,ARIH2OS,,0.53142,0.77072,0.77924,1.6124,2.3656,3.0343,2.5213,2.8704,,0.29665,0.48824,0.13832,0.42713,0.15385,0.52342,0.8886,0.46118
ENSG00000177479,ARIH2,,144.6404,146.1328,142.1473,120.7948,110.1989,106.0208,105.5759,121.6521,,5.1637,1.546,4.5186,6.2834,3.4116,3.797,3.042,5.1345
ENSG00000178252,WDR6,,224.9557,232.5107,234.3375,243.8415,251.9471,252.466,258.3028,293.5105,,12.8749,7.3528,14.4815,15.1537,17.5271,13.6088,17.2893,13.0545
ENSG00000178149,DALRD3,,30.3562,29.3116,37.8717,66.4146,90.7193,105.413,112.3237,86.8974,,3.4282,3.5488,4.9595,9.329,4.8443,1.592,4.2719,1.5471
ENSG00000178057,NDUFAF3,,38.6773,36.4045,37.9174,43.9743,44.4778,44.9321,46.7468,51.9633,,3.6242,2.2991,3.8358,2.8282,3.8277,2.0201,1.5947,3.9212
ENSG00000178035,IMPDH2,,445.1593,445.3253,502.6221,671.2795,797.2399,826.3637,855.7184,758.1989,,8.3088,10.8483,23.9327,45.9681,11.6132,19.7184,9.2498,29.0897
ENSG00000272434,AC137630.3,,0.31689,0.47962,0.2766,0.19315,0.56886,0.48519,0.50563,0.88332,,0.14845,0.12892,0.10338,0.14139,0.27427,0.43873,0.17339,0.48943
ENSG00000198218,QRICH1,,125.6773,126.1332,120.7503,114.6799,109.5191,104.3653,107.0104,97.2829,,2.0574,4.7771,1.611,1.9865,5.9418,1.5869,1.4252,4.8528
ENSG00000172053,QARS,,240.8827,246.5324,268.7288,338.955,375.6309,390.6588,394.0067,404.8465,,6.8981,6.6343,4.3784,8.516,4.5125,0.87634,5.1965,6.9471
ENSG00000172046,USP19,,166.4818,178.4671,193.2439,232.0405,248.645,255.597,246.0996,239.0843,,12.7217,6.3639,4.6524,10.4198,10.9759,2.8982,5.903,8.7557
ENSG00000172037,LAMB2,,137.3443,148.3755,184.6041,272.6779,345.7359,381.4926,390.9605,385.6157,,6.7124,6.7805,16.92,34.1182,35.4032,27.9248,16.7808,10.2603
ENSG00000270441,AC135506.1,,0.64735,0.28331,0.89756,1.7254,2.8811,3.9126,4.4529,4.4935,,0.31143,0.11448,0.35384,0.34559,0.55838,0.24667,0.19261,1.0634
ENSG00000177352,CCDC71,,25.7686,23.8119,26.1187,31.7823,29.5412,31.4791,29.2399,29.1062,,5.4356,1.8986,1.922,3.8588,1.5118,1.7275,2.0737,3.2366
ENSG00000185909,KLHDC8B,,8.5849,7.626,8.1726,11.2383,12.5719,12.8801,15.7028,15.6148,,1.3426,1.6245,1.0125,0.73447,0.53515,1.7681,0.99977,1.1433
ENSG00000188315,C3orf62,,11.2357,11.7191,11.4597,12.8639,14.4993,15.7955,15.7921,18.7157,,1.7455,0.94501,1.0516,1.902,1.4596,0.6893,0.86546,1.2557
ENSG00000114316,USP4,,79.987,80.6189,83.5138,93.8321,95.5639,96.9591,94.5635,104.4194,,1.8256,4.3866,4.0376,2.7158,2.963,2.8315,2.0965,1.5605
ENSG00000233276,GPX1,,124.7575,114.0809,121.784,123.1638,122.3582,123.2283,120.1832,131.62,,13.0148,2.9035,6.5766,12.5949,1.4005,3.0833,2.6247,9.7331
ENSG00000067560,RHOA,,494.3294,493.3432,477.537,448.5596,424.0502,393.4207,368.8992,367.6621,,14.3695,4.7928,16.9641,11.8937,19.0756,14.9044,14.3534,5.8656
ENSG00000145022,TCTA,,34.5946,33.6679,41.0022,55.6679,68.7522,77.9502,71.6432,59.4785,,4.2895,3.2488,1.3902,3.487,2.1491,3.7391,6.89,4.491
ENSG00000283189,AC104452.1,,0.026122,0.14756,0.12542,0.18553,0.3895,0.43074,0.76635,0.51886,,0.052244,0.16434,0.013705,0.2158,0.27915,0.27675,0.28808,0.060865
ENSG00000173402,DAG1,,376.0117,374.4236,455.6306,605.5879,717.006,734.3524,698.2077,560.2907,,13.4112,8.4303,16.6292,33.9539,8.911,20.5403,2.876,37.043
ENSG00000226913,BSN-DT,,0.15508,0.22473,0.15761,0.22473,0.52356,0.6197,0.40857,0.71934,,0.052004,0.17608,0.12625,0.16761,0.37612,0.2596,0.30325,0.23793
ENSG00000164061,BSN,,4.9189,5.2593,5.5791,6.6545,6.9692,8.071,8.1795,7.4344,,0.96878,0.61934,0.33449,0.9778,1.1007,1.2802,0.46073,1.7273
ENSG00000164062,APEH,,111.4424,106.0907,114.1544,126.606,122.8713,116.6601,113.8214,107.8013,,5.6457,1.8483,2.7911,2.1576,3.6933,3.1028,0.57637,2.8662
ENSG00000173531,MST1,,1.7797,2.48,4.5266,8.8534,17.9164,29.0839,31.93,25.4975,,0.40371,0.45179,1.1384,3.2149,5.7463,4.2996,1.202,1.4249
ENSG00000164068,RNF123,,77.731,82.4829,93.1431,120.4384,132.7777,144.2729,143.1981,127.6101,,6.0363,4.5784,4.3046,11.7955,9.4587,11.5607,2.4849,5.4148
ENSG00000173540,GMPPB,,38.8602,39.3619,41.1035,41.2759,42.6569,44.1552,40.4299,37.7026,,1.6413,1.9607,2.953,2.0026,2.2953,2.6887,3.5449,1.5769
ENSG00000176095,IP6K1,,94.4638,89.6551,92.0566,91.0152,91.1069,94.6881,100.1854,95.9296,,7.0825,4.4512,5.9707,4.3487,2.7371,1.7558,3.9684,4.5388
ENSG00000187492,CDHR4,,0.2629,0.19856,0.56788,0.63368,1.2464,1.8414,1.6939,1.5107,,0.10577,0.14215,0.58246,0.26892,0.53753,0.68049,0.51099,0.18426
ENSG00000185614,INKA1,,0.82547,0.95814,0.85394,1.1245,0.93251,1.3258,1.2103,1.4688,,0.28624,0.15217,0.38536,0.47656,0.37741,0.239,0.19467,0.70007
ENSG00000182179,UBA7,,4.6961,4.545,8.2552,15.4617,23.5654,31.2562,29.5866,22.8163,,1.1451,1.0864,1.1293,2.4092,2.1804,3.28,2.4975,0.63597
ENSG00000183763,TRAIP,,17.6905,17.7209,14.5941,8.8475,5.1768,3.5211,2.97,5.1111,,2.3853,0.7519,1.3681,0.88926,0.50147,0.68226,0.31741,0.42858
ENSG00000164078,MST1R,,2.3977,2.4519,2.7729,1.5258,0.96726,0.81616,0.87405,0.3279,,0.97512,0.75488,0.4821,0.72588,0.35717,0.12352,0.3256,0.080831
ENSG00000164077,MON1A,,19.9,18.861,16.4598,18.2908,15.6886,15.8227,15.0911,17.2752,,2.3791,2.0505,2.23,1.9673,1.1755,0.93644,1.3281,1.438
ENSG00000004534,RBM6,,110.7619,117.7004,115.2622,116.9591,122.1982,128.5487,134.0723,136.4499,,4.2839,2.1676,8.7927,5.5084,12.7109,7.1913,5.528,6.4002
ENSG00000003756,RBM5,,79.0956,88.384,97.8123,127.3694,153.4086,166.8033,172.3375,139.9356,,5.9823,2.8332,7.6214,17.0041,22.3078,9.5493,8.8058,5.4611
ENSG00000001617,SEMA3F,,4.8994,4.692,3.5626,3.5714,2.3258,2.5813,2.4391,2.8694,,0.89534,0.5084,0.30032,0.71267,0.15794,0.76646,0.39867,0.3879
ENSG00000188338,SLC38A3,,0.6016,0.93239,1.127,3.1584,7.8747,12.5411,16.2986,5.7316,,0.22143,0.38729,0.30657,0.74793,0.68064,1.2256,0.38945,0.88385
ENSG00000114353,GNAI2,,277.4344,265.057,270.6447,289.6237,293.1023,304.2335,317.0343,327.8774,,26.2751,11.4984,11.6793,12.1726,11.7264,10.7626,8.6387,3.9705
ENSG00000230454,U73166.1,,1.4546,1.6093,2.0399,3.613,6.1716,9.3226,9.0764,4.9902,,0.28235,0.20698,0.7009,1.1016,2.0471,2.1918,1.2748,0.60601
ENSG00000012171,SEMA3B,,153.0434,157.6509,171.1331,214.7669,276.0191,345.1737,353.2353,254.3878,,15.6997,8.9029,20.5383,34.0966,38.2358,37.9029,9.6087,11.198
ENSG00000179564,LSMEM2,,0.28737,0.30075,0.29226,0.49046,0.59736,0.84514,1.0292,0.83903,,0.12604,0.1384,0.21855,0.25079,0.25031,0.29659,0.33808,0.50867
ENSG00000214706,IFRD2,,109.4861,107.0327,88.5233,60.5207,37.7421,30.7472,28.9817,44.6298,,8.3595,6.2051,5.968,5.6426,1.2205,1.2514,1.3605,4.135
ENSG00000186792,HYAL3,,8.0478,7.8417,7.2451,6.4831,7.2342,8.8828,9.4242,10.9917,,0.93775,0.9233,1.3621,1.0974,0.8188,0.86788,0.81746,1.0596
ENSG00000243477,NAA80,,7.6581,8.3103,8.3116,10.437,10.2736,10.7522,11.5077,10.2696,,1.3866,0.83573,0.70335,1.8761,1.805,0.85832,0.66983,1.2136
ENSG00000114378,HYAL1,,0.18128,0.12253,0.061368,0.097569,0.53227,0.47705,0.71188,0.22005,,0.24669,0.12113,0.070965,0.12813,0.16181,0.23888,0.28529,0.15688
ENSG00000068001,HYAL2,,27.5213,25.9752,24.2719,26.5067,26.136,25.687,27.7021,25.6212,,2.4089,2.9088,1.3205,1.9697,1.0882,2.5234,2.2089,0.34945
ENSG00000114383,TUSC2,,34.5019,30.9305,32.7155,35.4561,31.6849,35.0683,31.1492,37.2891,,4.7669,2.2748,3.0297,3.4313,1.5575,2.1632,1.0908,4.2649
ENSG00000068028,RASSF1,,16.707,16.6043,14.7565,10.3511,8.5241,8.763,8.516,8.42,,1.884,2.5728,1.8144,0.44148,1.4978,0.61327,0.84949,1.7011
ENSG00000281358,RASSF1-AS1,,0.15927,0.1223,0.21523,0.28162,0.34749,0.49974,0.35328,0.41188,,0.13228,0.091399,0.14933,0.12422,0.12621,0.13518,0.26087,0.29392
ENSG00000004838,ZMYND10,,1.0842,1.2081,1.4186,2.7436,3.4295,3.9474,4.1352,2.8377,,0.43227,0.2179,0.37665,1.1827,0.78476,0.65105,1.5005,0.90239
ENSG00000114388,NPRL2,,27.1249,27.6575,30.1648,29.3889,28.1251,30.5685,30.5748,33.9767,,1.099,0.92863,1.2379,2.2184,0.8366,1.6214,1.3015,1.2622
ENSG00000114395,CYB561D2,,15.584,15.7207,16.9212,19.8225,20.4514,21.5184,19.4995,18.8484,,1.921,1.8821,1.3551,2.1626,1.1237,1.3543,1.3545,2.4898
ENSG00000126062,TMEM115,,63.6867,62.8313,62.0413,71.6298,77.5493,82.4164,89.1769,87.512,,7.7882,4.7673,8.1083,7.5018,5.1406,3.9197,1.8021,5.3552
ENSG00000271858,CYB561D2,,0.1526,0.15453,0.21115,0.71488,0.92672,1.0333,1.3553,1.0456,,0.087764,0.13256,0.09677,0.29586,0.4913,0.30488,0.26441,0.30555
ENSG00000088543,C3orf18,,4.1456,4.5942,5.7764,7.7831,11.1524,12.3304,12.4822,16.2526,,0.54049,0.30418,1.0064,1.5285,0.73364,0.59323,1.2068,1.5186
ENSG00000114735,HEMK1,,29.5378,33.3469,39.2819,49.4552,65.23,74.5261,79.2437,94.9124,,2.8627,0.76652,2.3889,9.2272,14.4878,9.5348,10.2822,5.6813
ENSG00000114737,CISH,,1.2239,1.133,0.70582,0.80517,0.40683,0.54495,0.66435,0.50152,,0.14737,0.41698,0.53233,0.45706,0.11218,0.24582,0.41932,0.28433
ENSG00000114738,MAPKAPK3,,55.3679,52.1983,44.9812,36.4044,29.0749,27.7767,28.6181,50.836,,5.8898,1.4167,4.1999,3.0695,0.98834,0.62964,1.7532,6.6987
ENSG00000273356,LINC02019,,0.17714,0.051875,0.12167,0.25136,0.2996,0.33451,0.63289,0.53485,,0.14372,0.060185,0.093025,0.021489,0.30144,0.007728,0.37269,0.16628
ENSG00000088538,DOCK3,,2.1166,1.7464,1.9764,3.1429,3.8331,3.137,2.9706,2.801,,0.82391,0.41681,0.67682,0.36172,0.71496,1.1109,0.46706,0.71777
ENSG00000145050,MANF,,96.8678,97.7866,89.7476,69.9904,59.3632,56.0229,47.1618,41.0324,,6.2233,4.4813,3.9956,6.0524,1.5917,4.2837,2.5953,4.146
ENSG00000259956,RBM15B,,141.8677,134.9067,140.551,139.2691,139.329,142.5551,147.7791,159.0919,,6.7106,5.7769,5.4548,1.8614,5.359,3.7055,8.0198,7.9006
ENSG00000145041,DCAF1,,111.1676,112.3417,104.556,90.9678,77.6389,70.4414,71.409,73.7312,,4.5828,5.1642,7.502,7.3518,3.4343,5.9733,2.5762,4.6552
ENSG00000164080,RAD54L2,,79.8097,83.1536,79.9212,78.1138,86.4287,87.4796,92.9532,90.879,,5.5178,1.0052,3.348,4.0776,2.3073,2.7694,1.8442,10.6231
ENSG00000164081,TEX264,,47.4574,44.0619,47.2906,47.6372,51.5849,55.6659,57.3374,73.3192,,2.1889,2.1084,0.66199,1.9344,2.5815,4.3039,3.2683,9.0152
ENSG00000114767,RRP9,,57.2946,54.8062,43.909,31.1073,21.8596,18.6556,18.9668,26.7282,,4.9275,1.2602,3.7983,2.5913,1.1222,1.5302,0.52428,2.213
ENSG00000041880,PARP3,,20.477,20.2203,23.7245,35.7555,37.5393,42.0134,43.7969,51.3173,,1.9107,2.1323,2.8545,3.9598,2.2781,4.1049,2.1864,2.4939
ENSG00000280422,AC115284.2,,0.99406,0.9085,0.89554,1.3682,1.2852,1.6763,1.8533,1.5094,,0.41775,0.17081,0.12779,0.46813,0.1811,0.48365,0.29548,0.77248
ENSG00000090097,PCBP4,,96.766,96.5283,102.9654,121.46,133.7941,136.7561,142.8113,136.4201,,8.7279,3.5794,7.45,8.0325,5.5544,13.8398,9.1822,5.4358
ENSG00000114779,ABHD14B,,83.3746,83.6375,95.9289,125.7479,138.5305,147.7641,147.7049,169.3262,,4.479,6.1478,3.7218,5.5548,2.7777,3.5461,3.0445,7.1593
ENSG00000248487,ABHD14A,,3.2362,3.305,3.817,4.4782,5.6137,5.5667,6.7237,5.6148,,0.25963,0.84415,1.1388,0.44774,0.46932,0.75492,0.67624,1.2056
ENSG00000243989,ACY1,,0.92668,0.90113,1.6674,1.626,1.649,1.5425,1.6136,1.7033,,0.29655,0.48025,0.30428,0.49281,0.28022,0.42663,0.39808,0.49356
ENSG00000162244,RPL29,,492.3398,481.4295,489.2796,520.3718,528.3715,528.0819,527.1265,625.3003,,35.9822,24.1028,20.4898,16.3228,13.0492,14.9057,14.6977,10.3414
ENSG00000164086,DUSP7,,50.7351,49.4412,39.9471,31.416,25.6379,23.3305,24.6162,31.5343,,4.2217,3.5675,3.45,2.0595,3.2989,0.91508,2.702,1.8703
ENSG00000164087,POC1A,,26.0854,25.3221,20.7667,14.6925,8.3008,5.241,5.0621,6.386,,2.9837,2.3439,1.22,1.3686,1.4036,0.47571,1.955,1.0275
ENSG00000023330,ALAS1,,72.6435,73.9541,61.3456,57.5108,54.0349,52.3622,51.6792,64.8581,,6.2429,4.1605,1.7057,1.7598,3.1743,2.0666,4.1407,5.1432
ENSG00000247596,TWF2,,65.2686,59.7687,49.0619,40.7891,44.626,42.3009,43.7066,54.2023,,6.7373,1.5236,2.7343,3.897,1.1656,2.7885,2.0985,4.6703
ENSG00000243224,AC006252.1,,0.7454,0.78308,0.69749,1.3239,1.9584,2.0291,1.6727,1.6511,,0.27912,0.2031,0.47428,0.32284,0.61489,0.3385,0.18515,0.43059
ENSG00000164088,PPM1M,,21.0153,21.718,24.9721,37.4586,52.3607,58.5503,57.5715,48.6659,,1.3125,1.1124,3.1089,5.6805,8.1084,3.9321,4.2534,1.6085
ENSG00000164091,WDR82,,275.458,269.3696,258.0297,233.2687,211.9219,198.8765,200.2304,223.4288,,4.8318,3.1288,4.2728,8.1045,14.6083,8.957,8.3016,10.0728
ENSG00000168237,GLYCTK,,14.4422,14.3564,12.9698,12.7439,9.1381,7.315,7.0051,7.2643,,2.1524,2.025,0.42943,1.5076,0.66724,1.4526,0.67865,0.32413
ENSG00000114841,DNAH1,,11.5559,13.744,17.8668,31.3731,47.3946,58.0171,57.7206,47.2242,,1.6801,1.4333,1.2773,4.4592,13.4818,7.9822,7.9273,4.705
ENSG00000163930,BAP1,,111.2853,115.7261,113.2975,123.3604,127.2492,132.8685,136.5217,138.9439,,6.9925,4.0439,3.9743,2.5687,1.2108,4.7206,3.3239,2.4201
ENSG00000010318,PHF7,,4.1175,4.8688,4.8267,6.0811,6.9122,7.2392,9.4228,13.1408,,0.56256,0.25818,1.3773,1.1467,0.56921,1.4949,0.64438,0.97912
ENSG00000010319,SEMA3G,,4.2358,2.8442,4.1005,6.6458,7.7019,7.0975,6.7285,1.1703,,0.73752,0.30371,1.4527,1.064,0.89593,1.5469,0.95451,0.24446
ENSG00000114854,TNNC1,,0.23756,0.3553,0.35311,0.41917,0.90312,0.81858,1.3066,0.87736,,0.1335,0.12723,0.30721,0.40522,0.25285,0.2417,0.2004,0.30303
ENSG00000010322,NISCH,,67.7,75.6877,78.1761,92.9846,102.8486,111.6409,109.2925,98.1952,,9.5998,2.5107,6.5671,8.3982,16.9109,8.6253,4.934,6.1506
ENSG00000168268,NT5DC2,,110.8647,109.7429,98.4746,78.1107,60.1477,50.6877,49.8903,55.1249,,7.1555,3.3125,5.271,1.8954,4.8496,2.7164,0.96469,2.8086
ENSG00000168273,SMIM4,,16.0471,16.323,16.6573,18.742,19.3475,19.4896,19.8806,25.7598,,2,1.7297,1.8369,1.0019,1.0876,1.9854,2.077,4.1505
ENSG00000163939,PBRM1,,157.2403,157.7113,162.0365,162.8893,159.0965,158.9008,160.7865,167.9622,,11.8253,9.6082,3.6946,11.9224,6.7372,6.3271,5.4804,16.9546
ENSG00000163938,GNL3,,227.9858,234.4874,211.5482,151.7923,105.164,93.9265,84.0525,90.925,,10.218,5.6802,8.0631,9.3676,7.2207,4.5014,2.2418,5.281
